strategy : Subtree 
runtime : {"algorithm": 10, "total": 5877} 
# ranking start:
frontend/v2,orders/v2,4,3,Updated version,previous source: v1 / previous target: v1
orders/v2,payment/v1,2,3,Updated source version,previous source: v1
frontend/v2,product/v1,2,3,Calling new service,
frontend/v1,details/v1,1,2,Removed call,
payment/v1,shipping/v1,1,2,Common call,
orders/v2,shipping/v1,1,2,Calling existing endpoint,
frontend/v2,search/v1,1,2,Updated source version,previous source: v1
product/v1,recommendation/v1,1,2,Calling new service,
edge/v1,frontend/v2,-1,0,Updated target version,previous target: v1
--------------------------------------------------
strategy : SubtreeWithUncertainty 
runtime : {"algorithm": 11, "total": 5878} 
# ranking start:
frontend/v2,orders/v2,6,3,Updated version,previous source: v1 / previous target: v1
orders/v2,payment/v1,4,3,Updated source version,previous source: v1
frontend/v2,product/v1,4,3,Calling new service,
frontend/v2,search/v1,3,2,Updated source version,previous source: v1
product/v1,recommendation/v1,3,2,Calling new service,
frontend/v1,details/v1,1,2,Removed call,
payment/v1,shipping/v1,1,2,Common call,
orders/v2,shipping/v1,1,2,Calling existing endpoint,
edge/v1,frontend/v2,-1,0,Updated target version,previous target: v1
--------------------------------------------------
strategy : SubtreeWithUncertaintyPropagation 
runtime : {"algorithm": 17, "total": 5884} 
# ranking start:
frontend/v2,orders/v2,8,3,Updated version,previous source: v1 / previous target: v1
frontend/v2,product/v1,6,3,Calling new service,
orders/v2,payment/v1,4,3,Updated source version,previous source: v1
frontend/v2,search/v1,3,2,Updated source version,previous source: v1
product/v1,recommendation/v1,3,2,Calling new service,
frontend/v1,details/v1,1,2,Removed call,
payment/v1,shipping/v1,1,2,Common call,
orders/v2,shipping/v1,1,2,Calling existing endpoint,
edge/v1,frontend/v2,-1,0,Updated target version,previous target: v1
--------------------------------------------------
strategy : SubtreeWithPenalty 
runtime : {"algorithm": 13, "total": 5880} 
# ranking start:
frontend/v2,orders/v2,10,3,Updated version,previous source: v1 / previous target: v1
orders/v2,payment/v1,1,3,Updated source version,previous source: v1
frontend/v2,product/v1,1,3,Calling new service,
frontend/v1,details/v1,0,2,Removed call,
payment/v1,shipping/v1,0,2,Common call,
orders/v2,shipping/v1,0,2,Calling existing endpoint,
frontend/v2,search/v1,0,2,Updated source version,previous source: v1
product/v1,recommendation/v1,0,2,Calling new service,
edge/v1,frontend/v2,-1,0,Updated target version,previous target: v1
--------------------------------------------------
strategy : SubtreeWithUncertaintyPropagationAndPenalty 
runtime : {"algorithm": 10, "total": 5877} 
# ranking start:
frontend/v2,orders/v2,15,3,Updated version,previous source: v1 / previous target: v1
frontend/v2,product/v1,6,3,Calling new service,
orders/v2,payment/v1,4,3,Updated source version,previous source: v1
frontend/v2,search/v1,3,3,Updated source version,previous source: v1
product/v1,recommendation/v1,3,3,Calling new service,
frontend/v1,details/v1,1,2,Removed call,
payment/v1,shipping/v1,1,2,Common call,
